symA,symB,S_cos,S_dot,S_wdot,same_group,same_period
Cl,Ca,2.592413404958e-01,3.043791615002e+00,1.844834004040e+02,0,0
Cl,Sc,7.951152325606e-02,6.487932351354e-01,1.102326509495e+02,0,0
Cl,Ti,-6.414469189849e-02,-7.283784861287e-01,9.077217211998e+01,0,0
Cl,V,-1.194556929211e-01,-1.334855043439e+00,7.283718741209e+01,0,0
Cl,Cr,7.979448702357e-02,9.927305641184e-01,1.534088863976e+02,0,0
Cl,Mn,9.610676085217e-02,1.042548639593e+00,1.026770964345e+02,0,0
Cl,Fe,7.237405074175e-02,1.572971167036e+00,1.952544398543e+02,0,0
Cl,Co,-6.060157986294e-01,-1.107364957219e+01,-4.909979304257e+02,0,0
Cl,Ni,5.877233781411e-03,4.346636978449e-02,4.188243032975e+01,0,0
Cl,Cu,6.963428785657e-01,4.491847077547e+00,2.238924291948e+02,0,0
Cl,Zn,7.439906840496e-01,7.342327808542e+00,2.876851295827e+02,0,0
Cl,Ga,4.178006325101e-01,2.542391521868e+00,1.196167191853e+02,0,0
Cl,Ge,5.302761258899e-01,4.749302466100e+00,2.386449720421e+02,0,0
Cl,As,4.292646485688e-01,2.655935917301e+00,1.234361687756e+02,0,0
Cl,Se,7.073095704021e-01,5.036076711274e+00,2.310647551607e+02,0,0
Cl,Br,6.662078261868e-01,7.633666780859e+00,3.295097398453e+02,1,0
Cl,Kr,4.515115074739e-01,1.109362329862e+01,4.489352929352e+02,0,0
Cl,Rb,-2.722926051774e-01,-2.127664537526e+00,1.995819084959e+01,0,0
Cl,Sr,-2.340688183775e-03,-1.671941533982e-02,9.568102342297e+01,0,0
Cl,Y,-1.601783164591e-01,-8.399305308885e+00,-3.771791683018e+01,0,0
Cl,Zr,-3.722523607052e-01,-3.710376729901e+00,-8.509742564242e+01,0,0
Cl,Nb,-6.055545997960e-01,-1.108362571511e+01,-4.899205509582e+02,0,0
Cl,Mo,-1.279255833932e-01,-7.258649896157e+00,-3.243290908639e+01,0,0
Cl,Tc,-2.777962125983e-01,-2.370953320865e+00,-4.656983055344e+01,0,0
Cl,Ru,-2.643755488945e-01,-2.328724391121e+00,-3.528213132852e+01,0,0
Cl,Rh,-3.025207697760e-01,-2.878899441630e+00,-5.691167159537e+01,0,0
Cl,Pd,-6.028870943539e-01,-1.104788296893e+01,-4.909871548956e+02,0,0
Cl,Ag,1.424920560051e-01,9.282120165918e-01,1.160350576242e+02,0,0
Cl,Cd,4.914978102442e-01,3.139297627467e+00,1.752175972691e+02,0,0
Cl,In,-5.122160307450e-02,-4.004145811379e-01,5.606395510138e+01,0,0
Cl,Sn,3.684918442017e-01,2.294462158640e+00,1.402000398198e+02,0,0
Cl,Sb,3.343490449560e-01,2.251550843293e+00,1.210741461305e+02,0,0
Cl,Te,4.834867034827e-01,3.253234045751e+00,1.752758654259e+02,0,0
Cl,I,7.837033631793e-01,5.668660617031e+00,2.786260905968e+02,1,0
Cl,Xe,4.956947259321e-01,7.702205568840e+00,3.634580840272e+02,0,0
Cl,Cs,-4.226439313339e-01,-3.398861230562e+00,-1.283444183003e+01,0,0
Cl,Ba,-2.092004752566e-01,-2.309038957514e+00,4.071371051215e+01,0,0
Cl,La,-3.456975881707e-01,-3.239847291735e+00,-6.219722892828e+01,0,0
Cl,Ce,-2.392221036271e-01,-3.451208875275e+00,-1.895296975780e+01,0,0
Cl,Pr,-4.468906860071e-01,-4.899771870822e+00,-1.066764519959e+02,0,0
Cl,Nd,-2.970512547807e-01,-3.600472398481e+00,-3.905244176745e+01,0,0
Cl,Pm,-4.055276973013e-01,-4.325859697706e+00,-1.216121125638e+02,0,0
Cl,Sm,-3.318493236281e-01,-3.519319220501e+00,-6.437245710184e+01,0,0
Cl,Eu,-1.383935053253e-01,-1.593071867170e+00,2.011763464645e+01,0,0
Cl,Gd,-2.365578520994e-01,-2.529122923499e+00,-1.991695541667e+01,0,0
Cl,Tb,-3.328749258839e-01,-3.786489333742e+00,-5.659415562962e+01,0,0
Cl,Dy,-1.888462893147e-01,-2.312423532418e+00,1.551537721213e-01,0,0
Cl,Ho,-4.400153579031e-01,-4.363757035170e+00,-1.017724226613e+02,0,0
Cl,Er,-1.883597763404e-01,-2.234248362955e+00,-1.275661334712e+00,0,0
Cl,Tm,-1.781232338807e-01,-2.188996575468e+00,1.442294049707e+01,0,0
Cl,Yb,-1.857492978015e-01,-1.327345387009e+00,3.900869371093e+00,0,0
Cl,Lu,-2.256480667808e-01,-2.014260600408e+00,-2.846500234839e+01,0,0
Cl,Hf,-2.886463374580e-01,-6.089415682590e+00,-1.938215048343e+01,0,0
Cl,Ta,-2.946309498691e-01,-2.656499435999e+00,-5.767897145122e+01,0,0
Cl,W,-2.151871175249e-01,-4.546509965278e+00,3.814738165922e+01,0,0
Cl,Re,-1.770729713217e-01,-1.360511436246e+00,-6.291605237946e-02,0,0
Cl,Os,-2.058922003413e-01,-1.720194514535e+00,-1.874055512747e+01,0,0
Cl,Ir,-1.589261819370e-01,-1.261543435651e+00,-8.709113676941e+00,0,0
Cl,Pt,1.463666252372e-01,9.898466242567e-01,7.172215867708e+01,0,0
Cl,Au,1.624447271800e-01,1.192752085980e+00,4.191696780612e+01,0,0
Cl,Hg,6.079332429174e-01,5.551392552931e+00,2.850242979117e+02,0,0
Cl,Tl,-4.548129891356e-02,-3.503128442903e-01,3.028309689929e+01,0,0
Cl,Pb,2.558466597499e-01,1.676827107259e+00,1.355534792745e+02,0,0
Cl,Bi,-8.189896746391e-02,-2.723469049693e+00,5.546425923731e+01,0,0
Cl,Po,4.202682537473e-03,3.562540458852e-02,3.480979470975e+01,0,0
Cl,At,-1.626059252124e-01,-4.928171923976e+00,-4.061243778871e+02,1,0
Cl,Rn,1.765847367872e-01,1.838333042330e+00,1.462475448904e+02,0,0
Cl,Fr,-1.322626128450e-01,-4.798613609740e+00,-7.274206219864e+01,0,0
Cl,Ra,-2.934060523472e-01,-2.384766082924e+00,-1.548918362705e+01,0,0
Cl,Ac,-4.194723209516e-01,-4.534390587900e+00,-1.059826313021e+02,0,0
Cl,Th,-1.118834349307e-01,-3.163942033715e+00,6.316002280876e+01,0,0
Cl,Pa,-4.213755473000e-01,-6.814875972202e+00,-5.304592964911e+02,0,0
Cl,U,-3.874712917362e-01,-6.279593197700e+00,-5.026870653424e+02,0,0
Cl,Np,-4.038593558870e-01,-6.533621038981e+00,-5.303037923494e+02,0,0
Cl,Pu,-4.111904404098e-01,-6.652646855917e+00,-5.277239861927e+02,0,0
Cl,Am,-4.454073581385e-01,-7.517159298175e+00,-5.976914662961e+02,0,0
Cl,Cm,-4.026614376259e-01,-6.545702166494e+00,-5.182954911416e+02,0,0
Cl,Bk,-3.904280891178e-01,-6.320160442008e+00,-5.080560937030e+02,0,0
Cl,Cf,-4.189832851144e-01,-6.951078633274e+00,-5.681741149804e+02,0,0
Cl,Es,-4.262712106568e-01,-7.554657375709e+00,-6.149395642235e+02,0,0
Cl,Fm,-3.565723974861e-01,-8.965027316159e+00,-5.256901584712e+02,0,0
Cl,Md,-3.525751755873e-01,-8.866736461121e+00,-5.224898412387e+02,0,0
Cl,No,-3.506058834970e-01,-8.818433526647e+00,-5.209171139131e+02,0,0
Cl,Lr,-4.245601238515e-01,-1.070547752786e+01,-5.823586328946e+02,0,0
Cl,Rf,-3.781259048340e-01,-9.501414553651e+00,-5.431547467969e+02,0,0
Cl,Db,-3.416596579483e-01,-8.599946997447e+00,-5.138032658934e+02,0,0
Cl,Sg,-2.948740856580e-01,-7.476622939873e+00,-4.772282118081e+02,0,0
Cl,Bh,-3.007778508418e-01,-7.617038447070e+00,-4.818000935688e+02,0,0
Cl,Hs,-3.066691097431e-01,-7.757453954266e+00,-4.863719753294e+02,0,0
Ar,K,-2.671628743261e-02,-2.833916458935e+00,-3.007442829098e+00,0,0
Ar,Ca,3.815981452911e-01,9.355009196619e+00,2.653560652870e+02,0,0
Ar,Sc,-3.930160154033e-01,-6.695974533368e+00,-9.476891586082e+00,0,0
Ar,Ti,-3.471015527084e-01,-8.229628832579e+00,-3.689615845775e+01,0,0
Ar,V,-3.890608158884e-01,-9.077621151633e+00,-6.044605640292e+01,0,0
Ar,Cr,6.706908692964e-03,1.742240903415e-01,1.212373198214e+02,0,0
Ar,Mn,3.412378890491e-01,7.729064616748e+00,1.777825229923e+02,0,0
Ar,Fe,-1.633239439889e-02,-7.411652448729e-01,1.782861082423e+02,0,0
Ar,Co,-5.741605923887e-01,-2.190622362984e+01,-7.392105478577e+02,0,0
Ar,Ni,-5.443353923769e-01,-8.405707679633e+00,-7.481873170341e+01,0,0
Ar,Cu,2.975473336727e-01,4.007607610576e+00,2.023568449443e+02,0,0
Ar,Zn,7.186596181429e-01,1.480869610170e+01,4.109646066820e+02,0,0
Ar,Ga,-3.594353853948e-01,-4.566899706079e+00,-8.752443725561e+00,0,0
Ar,Ge,2.065813518408e-01,3.863190951426e+00,2.549002380058e+02,0,0
Ar,As,-1.425065563466e-01,-1.841003520831e+00,7.913150093303e+01,0,0
Ar,Se,-8.830267304378e-02,-1.312755838697e+00,1.524319533403e+02,0,0
Ar,Br,3.714118906004e-01,8.886005494185e+00,4.018800052000e+02,0,0
Ar,Kr,6.743860456611e-01,3.459716176719e+01,9.052523807598e+02,1,0
Ar,Rb,-5.167410329736e-01,-8.430776237419e+00,-1.191212187694e+02,0,0
Ar,Sr,6.063476651683e-02,9.043291688930e-01,6.345582317340e+01,0,0
Ar,Y,-1.164207550932e-01,-1.274668814203e+01,-1.530644364701e+02,0,0
Ar,Zr,-6.838853091786e-01,-1.423282558197e+01,-2.727812582009e+02,0,0
Ar,Nb,-5.733899830812e-01,-2.191320752367e+01,-7.383463567888e+02,0,0
Ar,Mo,2.548483295521e-01,3.019308853728e+01,1.891295656977e+02,0,0
Ar,Tc,-5.955476858751e-01,-1.061305782502e+01,-1.948418973130e+02,0,0
Ar,Ru,-6.040940221160e-01,-1.111037325703e+01,-1.824598604685e+02,0,0
Ar,Rh,-6.849164653523e-01,-1.360931327024e+01,-2.364393669694e+02,0,0
Ar,Pd,-5.716873537324e-01,-2.187403833160e+01,-7.388271007585e+02,0,0
Ar,Ag,1.462922078381e-01,1.989779873089e+00,1.348992236180e+02,0,0
Ar,Cd,2.764345411978e-01,3.686638197697e+00,2.147667859990e+02,0,0
Ar,In,-5.304922854319e-01,-8.658907414073e+00,-9.109034347312e+01,0,0
Ar,Sn,-3.928804580526e-01,-5.107880785564e+00,2.296237255795e+01,0,0
Ar,Sb,-1.714201978551e-01,-2.410299269565e+00,5.168263395563e+01,0,0
Ar,Te,-2.495310467808e-01,-3.505763926219e+00,7.694989726686e+01,0,0
Ar,I,2.672921635753e-01,4.036846893492e+00,2.693802744987e+02,0,0
Ar,Xe,8.931651870756e-01,2.897743233473e+01,7.352088911084e+02,1,0
Ar,Cs,-5.624986851073e-01,-9.445122900700e+00,-1.540564789571e+02,0,0
Ar,Ba,2.195577864386e-03,5.059932726609e-02,3.783917834602e+01,0,0
Ar,La,-6.300787183795e-01,-1.232963748405e+01,-2.219601948185e+02,0,0
Ar,Ce,-2.908711962671e-01,-8.761893343146e+00,-7.993763684141e+01,0,0
Ar,Pr,-6.003492298199e-01,-1.374376815415e+01,-2.719383570510e+02,0,0
Ar,Nd,-3.467496616293e-01,-8.775491428583e+00,-1.272032954298e+02,0,0
Ar,Pm,-6.727847945630e-01,-1.498495286826e+01,-3.036002075933e+02,0,0
Ar,Sm,-5.582077581803e-01,-1.236063830836e+01,-2.086004891905e+02,0,0
Ar,Eu,9.971701217989e-02,2.396714049311e+00,2.864875327317e+01,0,0
Ar,Gd,-4.442245317049e-01,-9.916591276390e+00,-1.268368733539e+02,0,0
Ar,Tb,-5.017671865212e-01,-1.191750156454e+01,-1.837744159101e+02,0,0
Ar,Dy,-1.142171111274e-01,-2.920232310129e+00,-3.746981582082e+01,0,0
Ar,Ho,-6.348729569937e-01,-1.314640056815e+01,-2.745026504107e+02,0,0
Ar,Er,-1.115870028409e-01,-2.763657378733e+00,-4.095405325039e+01,0,0
Ar,Tm,1.282599141392e-01,3.291112753192e+00,6.071988270376e+01,0,0
Ar,Yb,-2.100255992315e-01,-3.133691953040e+00,-2.603768387322e+01,0,0
Ar,Lu,-6.058828319168e-01,-1.129275726398e+01,-1.824070307211e+02,0,0
Ar,Hf,-2.066661593445e-01,-9.103454890148e+00,-1.200079561731e+02,0,0
Ar,Ta,-6.027336231277e-01,-1.134707921839e+01,-2.139754247755e+02,0,0
Ar,W,-1.158757694960e-01,-5.111893721789e+00,-8.157788326802e+00,0,0
Ar,Re,-3.334660076147e-01,-5.349692229620e+00,-7.504262097224e+01,0,0
Ar,Os,-5.628071648109e-01,-9.818035245763e+00,-1.465968381606e+02,0,0
Ar,Ir,-5.717860266039e-01,-9.476928447871e+00,-1.339261189310e+02,0,0
Ar,Pt,-5.158898945076e-01,-7.284674874736e+00,-4.917256395188e+01,0,0
Ar,Au,-4.215462515659e-01,-6.462746233989e+00,-6.235894718983e+01,0,0
Ar,Hg,7.858766240256e-01,1.498399857139e+01,4.542988370357e+02,0,0
Ar,Tl,-5.887677222151e-01,-9.468790337615e+00,-1.196895664490e+02,0,0
Ar,Pb,-3.683029237538e-01,-5.040121511953e+00,2.259916169522e+01,0,0
Ar,Bi,1.019739269963e-01,7.080443599185e+00,1.872854882290e+02,0,0
Ar,Po,-5.224347546351e-01,-9.246823878709e+00,-9.156601790177e+01,0,0
Ar,At,-1.452817420403e-01,-9.193647069306e+00,-3.209916862918e+02,0,0
Ar,Rn,5.912366317935e-01,1.285167312185e+01,3.743705307669e+02,1,0
Ar,Fr,-1.385174884402e-01,-1.049326395723e+01,-1.981836701720e+02,0,0
Ar,Ra,-6.305021622599e-01,-1.070016819045e+01,-1.872163856204e+02,0,0
Ar,Ac,-7.732785010780e-01,-1.745335248669e+01,-3.600513838707e+02,0,0
Ar,Th,-8.400227563033e-02,-4.959993234180e+00,-5.934126768162e+00,0,0
Ar,Pa,-2.355718610646e-01,-7.954984638553e+00,-5.132980030707e+02,0,0
Ar,U,-2.064678391594e-01,-6.986693604629e+00,-4.778935887536e+02,0,0
Ar,Np,-2.052168397909e-01,-6.932088425947e+00,-4.872963409471e+02,0,0
Ar,Pu,-2.225323543839e-01,-7.517473908003e+00,-5.013933272993e+02,0,0
Ar,Am,-2.291397072526e-01,-8.074655935116e+00,-5.420572905628e+02,0,0
Ar,Cm,-2.213920895172e-01,-7.514595461910e+00,-4.980032914944e+02,0,0
Ar,Bk,-2.065798890403e-01,-6.982362524794e+00,-4.801505550926e+02,0,0
Ar,Cf,-2.050029540373e-01,-7.101382878502e+00,-5.061103875239e+02,0,0
Ar,Es,-1.982002333114e-01,-7.334326465283e+00,-5.283990548850e+02,0,0
Ar,Fm,-1.795093790103e-01,-9.423632609317e+00,-5.016710211413e+02,0,0
Ar,Md,-1.747813935965e-01,-9.177715125166e+00,-4.941908815231e+02,0,0
Ar,No,-1.724559991637e-01,-9.056864247240e+00,-4.905149271965e+02,0,0
Ar,Lr,-2.616953985577e-01,-1.377812863227e+01,-6.341229219529e+02,0,0
Ar,Rf,-2.051921251059e-01,-1.076563945140e+01,-5.424912116294e+02,0,0
Ar,Db,-1.619241605351e-01,-8.510224811040e+00,-4.738876454165e+02,0,0
Ar,Sg,-1.076611000227e-01,-5.699739277873e+00,-3.884003354937e+02,0,0
Ar,Bh,-1.144361235029e-01,-6.051049969519e+00,-3.990862492340e+02,0,0
Ar,Hs,-1.212170346792e-01,-6.402360661165e+00,-4.097721629744e+02,0,0
K,Ca,-2.413661777509e-02,-1.238658362145e+00,1.235828966920e+02,0,1
K,Sc,-1.058663625468e-01,-3.775710596273e+00,1.331733087565e+02,0,1
K,Ti,-8.017128606512e-02,-3.979052823501e+00,1.505016580647e+02,0,1
K,V,-8.438971330596e-02,-4.121746087443e+00,1.511282294610e+02,0,1
K,Cr,-1.900483234824e-02,-1.033444163356e+00,1.609510685936e+02,0,1
K,Mn,-9.837542632508e-02,-4.664375238548e+00,4.795905467968e+01,0,1
K,Fe,-3.616312186542e-02,-3.435328436150e+00,1.403069522358e+02,0,1
K,Co,-1.038149174277e-01,-8.291460969188e+00,-1.209647040627e+02,0,1
K,Ni,-1.475634631645e-01,-4.770058566595e+00,5.527655888955e+01,0,1
K,Cu,-8.785041597458e-02,-2.476909359941e+00,1.324157286745e+02,0,1
K,Zn,1.692166898173e-02,7.299177686836e-01,1.171424322807e+02,0,1
K,Ga,-3.597433328510e-02,-9.568206956645e-01,1.259504907581e+02,0,1
K,Ge,-1.062013692579e-01,-4.157405043203e+00,9.461270748803e+01,0,1
K,As,-1.505636677164e-01,-4.071712651355e+00,4.769963778051e+01,0,1
K,Se,-1.172145752908e-01,-3.647782106613e+00,8.349523711659e+01,0,1
K,Br,-7.176423241850e-02,-3.594148197287e+00,6.595826988060e+01,0,1
K,Kr,3.129404637394e-02,3.360708009131e+00,6.235101020755e+01,0,1
K,Rb,-8.720557721239e-02,-2.978352089153e+00,1.658150858219e+02,1,0
K,Sr,-1.344745795612e-01,-4.198384277076e+00,1.183874356792e+02,0,0
K,Y,9.059231940033e-01,2.076325749995e+02,3.293814652326e+02,0,0
K,Zr,-1.276919317892e-01,-5.562992471821e+00,7.385822514661e+01,0,0
K,Nb,-1.052328851799e-01,-8.418689457292e+00,-1.238046088179e+02,0,0
K,Mo,-4.367622943698e-02,-1.083198500811e+01,1.709111740244e+01,0,0
K,Tc,-1.383123800675e-01,-5.159673325643e+00,6.855943611281e+01,0,0
K,Ru,-1.346681969588e-01,-5.184732078614e+00,6.421278801891e+01,0,0
K,Rh,-1.276337260006e-01,-5.308859287436e+00,5.367372618328e+01,0,0
K,Pd,-1.045389400000e-01,-8.373087659411e+00,-1.236450109855e+02,0,0
K,Ag,-1.108531359421e-01,-3.156232482051e+00,1.021339067008e+02,0,0
K,Cd,-9.361935729668e-02,-2.613611472932e+00,7.999372014557e+01,0,0
K,In,-1.440728405349e-01,-4.922699259154e+00,1.001625551957e+02,0,0
K,Sn,-1.523798522570e-01,-4.147105040213e+00,9.448849586844e+01,0,0
K,Sb,-1.641707294726e-01,-4.832166245766e+00,5.745839873473e+01,0,0
K,Te,-1.398243244118e-01,-4.112235437648e+00,8.390309613123e+01,0,0
K,I,-1.037271077708e-01,-3.279332722770e+00,9.571051457889e+01,0,0
K,Xe,-1.349253312369e-02,-9.163444806934e-01,8.184298421816e+01,0,0
K,Cs,-1.380604951743e-01,-4.852803327889e+00,1.315972197705e+02,1,0
K,Ba,-1.281709475955e-01,-6.183333296294e+00,9.629229480665e+01,0,0
K,La,-1.318793089011e-01,-5.402183367743e+00,7.959114431802e+01,0,0
K,Ce,-8.154829082875e-02,-5.142203630210e+00,1.153804950646e+02,0,0
K,Pr,-1.153464464079e-01,-5.527684462092e+00,9.780401678766e+01,0,0
K,Nd,-9.841646332515e-02,-5.213871422304e+00,1.055494801843e+02,0,0
K,Pm,-1.325143742172e-01,-6.178447576455e+00,5.211276883090e+01,0,0
K,Sm,-1.265968054172e-01,-5.868200435489e+00,7.850177526399e+01,0,0
K,Eu,-1.091232402435e-01,-5.490367054957e+00,6.629324516791e+01,0,0
K,Gd,-1.160068307269e-01,-5.421014886621e+00,8.320555607076e+01,0,0
K,Tb,-1.148913508478e-01,-5.712253320248e+00,8.822757470397e+01,0,0
K,Dy,-1.000073690652e-01,-5.352484211453e+00,8.728365254678e+01,0,0
K,Ho,-1.343614787126e-01,-5.824142197622e+00,7.731512732282e+01,0,0
K,Er,-1.073822776841e-01,-5.567245358296e+00,7.716554271571e+01,0,0
K,Tm,-1.137056497005e-01,-6.107606138431e+00,5.196473917634e+01,0,0
K,Yb,-1.824849113521e-01,-5.699650071594e+00,3.075542663834e+01,0,0
K,Lu,-1.505635352564e-01,-5.874464887271e+00,5.079620313540e+01,0,0
K,Hf,-4.522161492331e-02,-4.169846860799e+00,1.936371516417e+02,0,0
K,Ta,-1.372020109935e-01,-5.406999222038e+00,6.569445052283e+01,0,0
K,W,-3.904553379414e-02,-3.605767431175e+00,1.935647758320e+02,0,0
K,Re,-1.549436929788e-01,-5.203412940925e+00,5.061616905144e+01,0,0
K,Os,-1.425978667613e-01,-5.207330712175e+00,4.454122574410e+01,0,0
K,Ir,-1.387248807503e-01,-4.813107772868e+00,4.547498870115e+01,0,0
K,Pt,-1.504584190444e-01,-4.447406320904e+00,5.585667543321e+01,0,0
K,Au,-1.441464061353e-01,-4.626076951739e+00,2.725462412061e+01,0,0
K,Hg,-7.071050768120e-02,-2.822243423983e+00,8.505757352219e+01,0,0
K,Tl,-1.508647582595e-01,-5.078967934538e+00,6.783658385405e+01,0,0
K,Pb,-1.561833125304e-01,-4.474120044283e+00,1.008522155700e+02,0,0
K,Bi,-4.658764292387e-02,-6.771411766413e+00,7.313899109114e+01,0,0
K,Po,-1.336181458327e-01,-4.950660315268e+00,3.936235172418e+01,0,0
K,At,-5.154630947383e-02,-6.828283250533e+00,-2.809993708516e+02,0,0
K,Rn,-1.078374535776e-01,-4.906876450137e+00,1.000840230495e+01,0,0
K,Fr,-4.784715402665e-02,-7.587509752661e+00,5.765509352650e+01,1,0
K,Ra,-1.281651989836e-01,-4.553143125341e+00,1.294798491102e+02,0,0
K,Ac,-1.084371359468e-01,-5.123398355132e+00,1.191237727269e+02,0,0
K,Th,-3.470608889766e-02,-4.289758761550e+00,1.667055161784e+02,0,0
K,Pa,-1.348956417921e-01,-9.535665615401e+00,-4.352581883080e+02,0,0
K,U,-1.336525154120e-01,-9.467462303929e+00,-4.272948848003e+02,0,0
K,Np,-1.419745495228e-01,-1.003919199828e+01,-4.648072322045e+02,0,0
K,Pu,-1.410654727343e-01,-9.975545584222e+00,-4.522149979149e+02,0,0
K,Am,-1.479929605150e-01,-1.091696435693e+01,-5.226282344363e+02,0,0
K,Cm,-1.417198386503e-01,-1.006957910954e+01,-4.477688345295e+02,0,0
K,Bk,-1.360852961595e-01,-9.628590548416e+00,-4.358414354999e+02,0,0
K,Cf,-1.435928784803e-01,-1.041244866676e+01,-5.011842964038e+02,0,0
K,Es,-1.311239763662e-01,-1.015723145931e+01,-5.257094213911e+02,0,0
K,Fm,-8.650849692120e-02,-9.506641796786e+00,-3.828808169889e+02,0,0
K,Md,-8.642784203474e-02,-9.500144412855e+00,-3.840383976486e+02,0,0
K,No,-8.638682295448e-02,-9.496951412752e+00,-3.846072658584e+02,0,0
K,Lr,-8.730118431332e-02,-9.621691902252e+00,-3.623833708797e+02,0,0
K,Rf,-8.688156032740e-02,-9.542098949096e+00,-3.765637339605e+02,0,0
K,Db,-8.618996551616e-02,-9.482508656471e+00,-3.871804022962e+02,0,0
K,Sg,-8.489373485755e-02,-9.408252840115e+00,-4.004098955494e+02,0,0
K,Bh,-8.508097744531e-02,-9.417534817160e+00,-3.987562088928e+02,0,0
K,Hs,-8.526119687343e-02,-9.426816794204e+00,-3.971025222361e+02,0,0
Ca,Sc,3.396396558716e-01,2.799536452539e+00,2.709318663767e+02,0,1
Ca,Ti,3.055349991571e-01,3.504683852336e+00,3.366873943624e+02,0,1
Ca,V,2.759143478603e-01,3.114533704737e+00,3.247532682918e+02,0,1
Ca,Cr,6.148817880574e-01,7.727546575863e+00,3.966065666325e+02,0,1
Ca,Mn,6.405909185493e-01,7.019637066419e+00,3.113231901765e+02,0,1
Ca,Fe,3.216842914190e-01,7.062512517044e+00,5.364499522201e+02,0,1
Ca,Co,-2.561177819404e-01,-4.727570970212e+00,-3.178417443499e+02,0,1
Ca,Ni,1.749354006535e-02,1.306921803847e-01,1.007597614527e+02,0,1
Ca,Cu,4.329827799986e-01,2.821395334818e+00,1.885436438068e+02,0,1
Ca,Zn,5.255684811521e-01,5.239466650014e+00,2.071400308547e+02,0,1
Ca,Ga,2.080781397110e-01,1.279061097952e+00,1.001878599092e+02,0,1
Ca,Ge,5.820067899439e-01,5.265593162960e+00,3.683441523039e+02,0,1
Ca,As,-3.237301441481e-01,-2.023331783856e+00,-3.668121312331e+01,0,1
Ca,Se,-1.317508005601e-01,-9.476054732555e-01,3.338460817343e+01,0,1
Ca,Br,-4.158253472894e-03,-4.813111499254e-02,8.526844535110e+01,0,1
Ca,Kr,5.249894356712e-01,1.303006705596e+01,2.905905964133e+02,0,1
Ca,Rb,5.210537939479e-02,4.112835749184e-01,7.579689132289e+01,0,0
Ca,Sr,4.929937792994e-01,3.557217813044e+00,2.042400357573e+02,1,0
Ca,Y,-1.535005297601e-01,-8.130944881859e+00,-1.189843913439e+01,0,0
Ca,Zr,-1.399504910060e-02,-1.409115099942e-01,8.930636620611e+01,0,0
Ca,Nb,-2.531418544661e-01,-4.680411059140e+00,-3.154320236855e+02,0,0
Ca,Mo,-3.769925857541e-02,-2.160840683238e+00,1.715191503164e+02,0,0
Ca,Tc,6.794639661481e-02,5.858070695669e-01,1.087843725925e+02,0,0
Ca,Ru,7.307681798432e-02,6.502313870928e-01,1.208440437237e+02,0,0
Ca,Rh,-1.786792535702e-01,-1.717658898072e+00,-7.812858653156e+00,0,0
Ca,Pd,-2.517152028791e-01,-4.659550463922e+00,-3.164636456766e+02,0,0
Ca,Ag,-2.556684445059e-01,-1.682384110964e+00,-1.958047563286e+01,0,0
Ca,Cd,-1.196057702608e-01,-7.717107181302e-01,-7.662978652968e+00,0,0
Ca,In,-2.609212536840e-01,-2.060429074147e+00,-1.405673142426e+01,0,0
Ca,Sn,1.302802794815e-03,8.194513900393e-03,7.967040813580e+01,0,0
Ca,Sb,-2.004942888618e-01,-1.363876897014e+00,8.896081642461e+00,0,0
Ca,Te,-2.443462667703e-01,-1.660840692833e+00,-3.073283739806e+00,0,0
Ca,I,5.445604724964e-02,3.978930521802e-01,8.378461579447e+01,0,0
Ca,Xe,4.618634061187e-01,7.249463319830e+00,2.438796651392e+02,0,0
Ca,Cs,-1.928811622588e-02,-1.566895761301e-01,5.274747762826e+01,0,0
Ca,Ba,1.800338717331e-01,2.007309361939e+00,1.737002843694e+02,1,0
Ca,La,8.620633327744e-02,8.161290922599e-01,1.412666265981e+02,0,0
Ca,Ce,5.369525809901e-01,7.825234646227e+00,5.916226322565e+02,0,0
Ca,Pr,1.331511379928e-01,1.474724633529e+00,1.915912133132e+02,0,0
Ca,Nd,4.489352040188e-01,5.496715416940e+00,4.159092499228e+02,0,0
Ca,Pm,-1.097161420846e-01,-1.182262546647e+00,3.700121169560e+01,0,0
Ca,Sm,2.261315930800e-01,2.422537241800e+00,2.489522603905e+02,0,0
Ca,Eu,5.624109345105e-01,6.539806667949e+00,3.166366866060e+02,0,0
Ca,Gd,3.940851980122e-01,4.256123172283e+00,3.533348864023e+02,0,0
Ca,Tb,3.289459605399e-01,3.779825129048e+00,3.341032569761e+02,0,0
Ca,Dy,5.896878511306e-01,7.294114902894e+00,4.395339697601e+02,0,0
Ca,Ho,-2.384422242829e-02,-2.388731775929e-01,6.484279823860e+01,0,0
Ca,Er,5.754491627787e-01,6.895118591661e+00,4.046221597683e+02,0,0
Ca,Tm,4.628954783136e-01,5.746440902284e+00,3.481611506311e+02,0,0
Ca,Yb,1.167790294685e-01,8.429719449858e-01,6.965114158096e+01,0,0
Ca,Lu,-8.502435946969e-02,-7.666884221146e-01,4.341312638855e+01,0,0
Ca,Hf,-1.553342864414e-01,-3.310307913042e+00,8.183302213469e+01,0,0
Ca,Ta,5.976321340872e-02,5.443231415622e-01,1.093612251317e+02,0,0
Ca,W,-3.355413506464e-02,-7.161424585300e-01,2.125170252647e+02,0,0
Ca,Re,1.665772993502e-01,1.292877072635e+00,1.055654340204e+02,0,0
Ca,Os,1.919885478821e-02,1.620333767282e-01,7.888115545871e+01,0,0
