iter,mean_top10_anova_block,mean_top10_anova_period,periodicity_strength
436,2.132443270305e+00,4.649944250303e+00,2.646999992104e+44
437,1.551517159600e+00,1.166116505152e+00,3.516513853348e+44
438,1.341886866158e+00,1.393681235572e+00,3.496352062621e+44
439,1.266240065405e+00,2.441965168058e+00,2.372986467375e+44
440,1.874878282273e+00,1.706383645605e+00,3.516502614079e+44
441,2.055655522629e+00,1.410048178004e+00,2.640718755487e+44
442,1.424020835095e+00,1.692744133649e+00,3.490085080171e+44
443,1.739587052525e+00,1.476497177435e+00,3.516505089650e+44
444,1.894243043742e+00,2.288036107654e+00,3.515893446209e+44
445,1.966596769182e+00,1.835671394687e+00,3.491301295060e+44
446,2.578905346975e+00,1.781525937045e+00,3.409178160729e+44
447,1.916841224065e+00,1.907535321800e+00,3.516506913709e+44
448,1.137540294458e+00,1.579652175888e+00,3.501215921526e+44
449,1.923673250394e+00,2.280292154284e+00,2.633183818986e+44
450,9.475313013777e-01,1.295107812236e+00,1.464246048883e+44
451,1.276964158034e+00,1.370901028826e+00,3.496336398108e+44
452,1.896240376317e+00,1.827500031509e+00,3.479285196235e+44
453,1.338530349773e+00,1.555393778576e+00,3.391914186237e+44
454,1.379725290760e+00,1.956804489780e+00,3.516517747280e+44
455,2.019300900603e+00,1.161173918953e+00,3.496325669335e+44
456,1.442346954318e+00,1.788597634183e+00,3.479109824889e+44
457,2.062161813901e+00,1.734180329919e+00,3.496335698600e+44
458,1.977598267461e+00,1.580295026327e+00,3.401634334266e+44
459,1.593378484228e+00,1.709402591037e+00,3.496349293270e+44
460,2.155051529777e+00,1.724169317632e+00,3.410504402938e+44
461,1.868301588587e+00,1.679651033148e+00,3.410874070203e+44
462,2.900487862410e+00,1.111070058658e+00,3.410512122855e+44
463,1.692008277261e+00,8.522218264007e-01,3.471901464776e+44
464,1.133637384189e+00,2.787052632129e+00,3.470400676544e+44
465,3.591793395091e+00,6.448345515843e+00,3.516508044029e+44
466,1.527768938346e+00,1.582503941107e+00,3.496349255896e+44
467,2.528020049638e+00,1.590563320141e+00,3.484655121959e+44
468,2.232461815363e+00,2.086159547417e+00,3.496336347086e+44
469,3.418965822638e+00,6.971819437853e+00,3.516522068695e+44
470,1.642675336630e+00,2.564597457171e+00,3.516494949234e+44
471,1.671041070224e+00,1.663707743445e+00,1.177043302654e+44
472,1.484846683600e+00,1.457858140416e+00,3.516529586694e+44
473,1.916067868204e+00,1.694055622175e+00,3.392073883802e+44
474,1.470018319496e+00,1.465966306826e+00,1.184407351522e+44
475,2.576161138376e+00,2.715056672172e+00,3.496330177386e+44
476,1.400298804070e+00,2.231254131918e+00,2.643562952810e+44
477,2.476483156144e+00,2.172639614953e+00,3.516510425219e+44
478,3.063022568650e+00,1.279459726214e+00,3.225690312283e+44
479,1.518962434860e+00,1.107989242536e+00,3.496358526538e+44
480,1.520933363313e+00,2.325437300576e+00,3.502981433904e+44
481,2.108704025550e+00,1.725015812545e+00,3.516510545875e+44
482,1.391155855003e+00,1.630536179993e+00,2.360911951750e+44
483,1.516205171914e+00,9.735636511063e-01,3.498081072762e+44
484,1.800657785341e+00,5.318634455835e+00,1.477008986717e+44
485,2.240140192920e+00,1.280303929384e+00,3.410509467688e+44
486,2.002225684932e+00,1.455564932807e+00,3.516499842381e+44
487,1.916626332950e+00,2.082599258255e+00,3.410317909220e+44
488,2.909437206089e+00,1.608995391267e+00,1.474323324005e+44
489,3.126420031291e+00,1.905974906509e+00,3.496348222667e+44
490,2.871383102794e+00,1.253590985857e+00,1.876977008263e+44
491,2.330764165768e+00,1.989028053576e+00,3.498202141527e+44
492,1.417977144058e+00,1.716224073585e+00,3.516526853907e+44
493,1.523983872746e+00,2.336212309396e+00,1.469277422714e+44
494,1.849101966589e+00,1.798709691508e+00,1.474314008551e+44
495,2.093672536471e+00,1.505207977581e+00,2.370596584520e+44
496,1.746587813303e+00,1.795983736226e+00,3.516507386221e+44
497,1.670998341800e+00,1.584908826193e+00,3.516512364746e+44
498,1.388227532776e+00,1.717745119755e+00,3.516487199959e+44
499,1.660403073515e+00,1.707781503606e+00,2.647943558851e+44
500,1.744434516331e+00,5.436562225049e+00,3.516493748706e+44
501,1.588256606905e+00,1.429220909611e+00,1.173120672836e+44
502,2.052342688057e+00,1.723508859244e+00,3.496323562194e+44
503,2.181167659865e+00,1.457892621345e+00,3.516521155565e+44
504,1.650297495548e+00,1.645562873243e+00,3.516481842678e+44
505,9.401838410406e-01,1.412527853057e+00,3.516513626302e+44
506,3.027589318551e+00,1.815305545675e+00,3.496344877658e+44
507,1.452142977636e+00,1.915575062326e+00,3.496322380202e+44
508,3.444147571743e+00,2.832995829817e+00,3.516500799557e+44
509,1.715010074603e+00,2.988603581254e+00,1.867963661135e+44
510,1.246251035397e+00,1.602832746217e+00,3.405381923133e+44
511,1.992358353703e+00,1.693208746959e+00,3.470398132535e+44
512,2.623202468556e+00,1.769014465982e+00,2.633981453163e+44
513,4.022106121051e+00,1.922136082700e+00,3.392019620715e+44
514,2.384454598563e+00,3.830620370684e+00,1.879250837911e+44
515,1.175010067539e+00,1.180622448530e+00,3.496330626951e+44
516,1.538691373924e+00,2.026578185060e+00,3.516493713166e+44
517,1.980567874723e+00,1.871140182231e+00,3.477573053295e+44
518,1.454392198022e+00,1.663352074967e+00,3.496331211247e+44
519,1.348356051486e+00,1.544561493421e+00,3.470940847462e+44
520,1.990022625191e+00,1.226121900187e+00,3.516507932491e+44
521,1.501573048920e+00,1.093070478461e+00,3.516524151412e+44
522,1.403817377775e+00,1.302029819369e+00,3.516496811263e+44
523,1.954631661982e+00,1.505979736899e+00,3.265103990231e+44
524,1.432481156645e+00,1.293590358254e+00,3.490131929730e+44
525,1.950518323473e+00,1.623231324845e+00,3.516495063270e+44
526,2.051924444850e+00,2.774218499186e+00,3.496330054400e+44
527,1.505960369555e+00,1.990983513739e+00,3.470401819491e+44
528,1.053532164489e+00,1.704307011182e+00,3.516520989742e+44
529,1.577881119729e+00,1.197562664812e+00,3.516520202643e+44
530,2.241259659245e+00,3.900389872786e+00,2.633977709580e+44
531,1.753879489950e+00,2.826134901641e+00,1.465532352248e+44
532,1.096174330222e+00,2.002821392435e+00,3.211922838813e+44
533,2.510824057955e+00,2.486297725725e+00,2.636690320448e+44
534,1.960712019904e+00,1.886026984189e+00,3.516510739992e+44
535,3.854909052129e+00,1.565916580279e+00,3.496340119384e+44
536,1.794978857475e+00,3.986020337550e+00,2.643557430821e+44
537,1.708837776860e+00,1.797420334866e+00,3.516523204754e+44
538,1.899064400199e+00,1.344425962645e+00,3.281123827871e+44
539,1.350885106526e+00,2.464142016232e+00,3.516498453614e+44
540,1.335897680794e+00,3.847269751726e+00,3.496334734071e+44
541,2.172671296345e+00,1.831867776643e+00,2.357448449937e+44
542,1.846519546998e+00,3.205612411867e+00,3.516513911100e+44
543,2.130915238016e+00,1.989151260267e+00,1.173134601554e+44
544,2.858675921995e+00,1.409844542147e+00,3.516510890661e+44
545,2.047054932932e+00,1.418551805641e+00,3.496338633317e+44
546,2.161470938684e+00,1.299404831133e+00,2.636694093425e+44
547,1.757519649203e+00,1.587089436650e+00,3.488347255970e+44
548,1.539137608049e+00,1.393721576642e+00,3.516507833757e+44
549,2.259664121643e+00,1.526307860251e+00,2.358748436520e+44
550,1.735509809392e+00,1.603519857737e+00,3.408334456562e+44
551,1.480388444946e+00,1.077279842283e+00,3.272932605710e+44
552,1.389114515241e+00,3.987525672803e+00,1.770599277251e+44
553,1.644326457048e+00,1.639253906295e+00,3.496346067878e+44
554,1.673989597044e+00,2.353923875561e+00,3.401637934257e+44
555,4.356526244486e+00,2.317069809877e+00,3.494749268501e+44
556,1.860546130295e+00,2.446254376556e+00,3.496342661369e+44
557,1.757509487988e+00,1.216198686193e+00,3.393313232778e+44
558,1.624084735923e+00,1.682035580802e+00,3.496334510725e+44
559,2.438889207546e+00,2.288896630463e+00,3.496327372726e+44
560,1.429195312497e+00,1.652240921909e+00,2.635718648944e+44
561,1.838418559100e+00,3.166027854006e+00,3.504747752913e+44
562,2.578375968959e+00,2.627439234167e+00,2.631349765159e+44
563,2.000994740514e+00,1.105441576156e+00,3.410504569109e+44
564,1.393493919382e+00,2.461833693167e+00,3.490229448659e+44
565,1.573628845430e+00,8.942623699858e-01,3.496316590365e+44
566,2.012906253873e+00,1.629552964568e+00,3.405042218265e+44
567,7.015592435984e+00,2.547074148728e+00,3.516506280255e+44
568,3.518364842603e+00,2.496465767016e+00,3.475901724900e+44
569,1.893917956794e+00,2.460155143676e+00,3.496337964319e+44
570,1.444556153341e+00,1.417623568554e+00,3.410341330074e+44
571,2.036211711845e+00,1.352972687969e+00,3.230699806293e+44
572,1.881474706614e+00,3.189481956409e+00,3.511455639541e+44
573,1.673459403484e+00,1.344783720723e+00,3.277910276979e+44
574,2.804579968139e+00,1.898548853377e+00,3.496320230544e+44
575,1.229969193387e+00,1.248007412565e+00,3.516486003593e+44
576,9.384177962348e-01,1.619170730474e+00,3.496321305263e+44
577,1.661162941211e+00,1.947113447357e+00,1.184094932902e+44
578,2.742594803389e+00,1.278345866279e+00,3.516490443209e+44
579,1.640277883972e+00,5.630558996946e+00,3.496343551928e+44
580,3.873780747594e+00,2.184863122044e+00,3.516498576519e+44
581,1.605673741537e+00,1.252690161015e+00,3.516512405784e+44
582,1.669102006511e+00,1.651922040209e+00,2.637668916215e+44
583,3.202000920649e+00,1.698355069677e+00,2.894595852841e+44
584,2.053236852327e+00,2.849425048542e+00,3.477388906208e+44
585,2.381049230233e+00,1.178759527792e+00,3.496374817323e+44
586,2.079650703580e+00,2.256339059151e+00,3.516501451740e+44
587,1.793920170323e+00,2.521899911607e+00,3.496356640532e+44
588,3.038505268926e+00,1.451954433856e+00,3.516520539898e+44
589,1.831486442620e+00,1.360091192780e+00,1.464512197480e+44
590,1.720801214033e+00,1.382867262432e+00,3.516500668156e+44
591,1.956840723174e+00,3.033519290598e+00,3.516524697291e+44
592,1.658706289838e+00,1.466692687966e+00,3.470395731337e+44
593,1.391219204528e+00,3.406852040209e+00,3.411642660100e+44
594,2.259061450221e+00,2.136662963379e+00,3.516517617627e+44
595,1.742896501233e+00,2.606558874586e+00,3.488256261916e+44
596,2.797801606861e+00,1.451091748811e+00,3.496351373218e+44
597,1.903200053666e+00,1.524092671114e+00,3.398588300999e+44
598,1.196677604247e+00,2.955886200512e+00,3.516504673227e+44
599,1.816644968473e+00,5.138641571497e+00,2.885609842352e+44
600,1.410771089560e+00,1.421703114927e+00,3.496351996044e+44
601,1.426826698953e+00,1.381872816463e+00,3.496343796477e+44
602,2.964037686735e+00,1.871801109294e+00,3.516522974613e+44
603,1.197608001334e+00,1.275211613603e+00,3.516499060063e+44
604,1.536181124983e+00,2.139971555708e+00,3.392075910416e+44
605,1.897265061107e+00,1.472358918556e+00,1.477002907687e+44
606,2.030762275109e+00,2.330698431832e+00,3.264312120628e+44
607,1.896506216851e+00,1.317894538628e+00,3.496367315151e+44
608,1.476423850439e+00,2.158056588905e+00,1.879813075052e+44
609,1.603783274026e+00,1.989858585075e+00,3.496331942321e+44
610,9.685438359151e-01,9.865409116555e-01,2.886483784864e+44
611,2.806652747097e+00,1.683128559041e+00,3.496350065061e+44
612,1.907035061678e+00,1.270800937589e+00,3.475915804278e+44
613,2.710656844543e+00,3.003027833755e+00,3.516499141813e+44
614,2.369905289525e+00,1.495907098807e+00,3.496359137064e+44
615,4.418541958978e+00,5.107714754378e+00,3.479099297387e+44
616,2.141565994767e+00,1.616205266225e+00,3.270179690971e+44
617,1.760317502896e+00,1.702287109881e+00,3.488360328150e+44
618,2.178267859779e+00,2.065373403266e+00,3.392018273630e+44
619,2.263159278073e+00,2.507649413326e+00,3.484232923425e+44
620,2.154999915423e+00,1.963962342762e+00,2.879610289092e+44
621,2.189887886602e+00,2.411960966368e+00,3.516484828021e+44
622,2.070770080003e+00,1.931119121870e+00,3.500171330470e+44
623,2.598241654591e+00,1.598553360433e+00,3.516502872691e+44
624,2.739080348378e+00,1.381407838673e+00,3.496329123184e+44
625,1.250775064580e+00,1.950271538260e+00,3.496345479543e+44
626,9.856957142882e-01,1.925215320007e+00,1.476764557553e+44
627,1.817571445983e+00,1.714642971234e+00,3.496333580042e+44
628,1.790349945669e+00,1.564108211015e+00,2.630491452271e+44
629,1.176579268893e+00,2.466915945854e+00,3.405046739481e+44
630,1.705304542218e+00,2.572257113613e+00,3.402001581445e+44
631,1.350976041089e+00,2.069830285408e+00,1.184416107975e+44
632,1.785484718436e+00,1.569451193166e+00,3.496311813997e+44
633,4.300347313512e+00,2.440132157941e+00,2.631358300152e+44
634,1.484251842949e+00,1.595265506951e+00,1.867339727390e+44
635,3.068594613681e+00,9.366848761630e-01,3.494756941320e+44
636,1.588004915405e+00,1.895846765174e+00,3.496352240835e+44
637,1.912394437260e+00,2.783433333166e+00,3.516515245310e+44
638,1.354167442243e+00,1.293918535250e+00,3.489805651233e+44
639,2.572474561968e+00,1.710335133182e+00,3.471012779784e+44
640,1.991333407398e+00,9.507982643117e-01,3.393295707511e+44
641,2.963829735785e+00,2.263785606626e+00,3.498706103837e+44
642,1.777356847575e+00,4.077746500103e+00,3.496334322018e+44
643,2.993556337292e+00,2.306532080913e+00,3.516514574248e+44
644,1.851004822313e+00,1.878254468864e+00,1.764922209795e+44
645,2.895187448768e+00,1.967252150951e+00,3.398252557994e+44
646,1.718780708581e+00,1.056549982963e+00,1.866487335437e+44
647,2.036539694233e+00,1.453148553093e+00,3.230648134959e+44
648,1.614157590189e+00,1.188141229953e+00,3.496329313703e+44
649,1.698917711073e+00,2.700173112323e+00,3.227511249690e+44
650,2.454576210273e+00,3.692912180491e+00,1.464240348372e+44
651,1.627048815726e+00,2.597556499758e+00,2.639686877619e+44
652,2.488081274053e+00,2.611886975409e+00,3.516491665650e+44
653,1.276885410422e+00,1.832066168585e+00,2.635716298734e+44
654,1.926427926838e+00,1.060620425574e+00,3.496337935705e+44
655,1.794537560873e+00,1.561402720196e+00,2.373449431590e+44
656,1.390014215379e+00,1.723606631213e+00,3.496354251599e+44
657,1.613829077307e+00,1.333419898734e+00,3.496328044396e+44
658,1.197780999555e+00,3.676494515183e+00,3.516494580287e+44
659,1.803586577738e+00,2.034420771815e+00,3.473035992584e+44
660,1.416478347894e+00,1.203609359905e+00,3.516496791366e+44
661,1.347778290551e+00,1.066057285179e+00,3.496361477754e+44
662,1.776842231199e+00,1.128748789959e+00,3.516515332378e+44
663,1.149161778135e+00,1.312347738144e+00,3.223599673748e+44
664,1.569036586137e+00,1.389663363276e+00,3.496341232279e+44
665,2.129806296056e+00,4.638237572912e+00,3.516499076908e+44
666,1.875652118368e+00,4.809056340910e+00,3.504663032580e+44
667,2.407686305236e+00,5.526947349488e+00,3.516518419783e+44
668,1.747163068612e+00,2.072069481328e+00,1.178044598006e+44
669,1.971685023630e+00,1.856566068273e+00,3.496313567969e+44
670,1.604781243609e+00,1.550048012496e+00,2.889631712936e+44
671,1.846393494987e+00,2.461078115047e+00,3.496342229894e+44
672,1.405719273869e+00,1.154715695803e+00,3.496332472058e+44
673,1.853762736306e+00,1.266342391745e+00,3.411623004422e+44
674,1.640439223021e+00,1.332986404154e+00,3.496346713174e+44
675,1.767768706728e+00,1.459215547965e+00,3.496350914476e+44
676,1.972073319328e+00,2.548000696877e+00,2.631893406428e+44
677,1.500075456937e+00,7.502617060557e-01,3.516524380108e+44
678,1.299170336278e+00,1.161025201105e+00,3.496327833042e+44
679,1.713988410749e+00,1.535833030707e+00,3.496350806123e+44
680,3.152842334166e+00,1.286910934152e+00,1.474315946773e+44
681,1.228064670222e+00,1.855485741909e+00,2.635711633815e+44
682,1.473601013083e+00,3.043148395193e+00,3.516521658934e+44
683,2.106109201127e+00,1.905156141102e+00,3.496354114904e+44
684,1.134767104648e+00,1.290475953095e+00,3.496334164860e+44
685,1.816312065305e+00,1.185372445440e+00,1.865778979414e+44
686,1.403437944408e+00,3.309701373642e+00,3.496362065825e+44
687,2.633627842177e+00,4.800789436575e+00,3.491313665858e+44
688,9.385374677199e-01,1.576724484089e+00,3.516498302179e+44
689,2.195641949057e+00,1.476137119513e+00,3.496360091786e+44
690,2.555362620181e+00,1.542743080229e+00,3.500193628864e+44
691,1.178037953162e+00,1.895939627411e+00,3.516513093943e+44
692,1.690700410793e+00,1.499819568919e+00,3.516514928107e+44
693,1.830536780992e+00,1.219760972431e+00,3.392784813964e+44
694,2.407492716375e+00,1.376071131552e+00,3.516494452688e+44
695,1.803562312000e+00,1.604569782510e+00,3.516525462215e+44
696,2.543276248561e+00,2.361737595513e+00,3.516514878347e+44
697,1.945986056656e+00,1.753391010112e+00,3.496339584737e+44
698,2.138005725018e+00,1.686387467068e+00,2.634808014976e+44
699,1.557762974654e+00,2.012970147407e+00,3.496335473547e+44
700,1.631998434177e+00,1.087273047536e+00,2.641693122460e+44
701,2.340226488993e+00,1.847748509362e+00,2.638660220903e+44
702,1.590481086839e+00,1.400930322865e+00,3.496367320032e+44
703,2.104498815863e+00,1.569104051324e+00,2.633973180516e+44
704,1.627350533404e+00,1.511243038740e+00,3.516496271216e+44
705,1.466309676599e+00,1.592519724162e+00,3.392359320216e+44
706,2.214331035945e+00,3.374324370631e+00,3.516505624816e+44
707,1.988099507344e+00,3.659427101418e+00,3.496338817392e+44
708,1.261037986499e+00,1.461448561145e+00,3.516496265238e+44
709,1.943164419061e+00,1.783012712078e+00,1.778204868025e+44
710,2.199360128452e+00,1.235048660972e+00,3.496331308875e+44
711,1.857523726520e+00,1.785095912686e+00,3.515904217077e+44
712,1.176053512546e+00,1.432407306941e+00,3.516489835472e+44
713,1.140454141635e+00,2.189698187901e+00,3.411568577637e+44
714,1.875878817709e+00,4.612345565247e+00,3.401642652301e+44
715,1.786540887815e+00,2.094951605073e+00,3.496328785443e+44
716,1.870873744615e+00,1.564645804807e+00,3.516508274818e+44
717,1.712036348347e+00,1.303670210567e+00,3.498702568001e+44
718,2.050993557904e+00,2.394442010297e+00,3.482590822252e+44
719,1.483374590889e+00,2.128833093534e+00,3.471789733915e+44
720,4.209900084234e+00,9.519057954956e-01,3.480858252635e+44
721,9.802163392167e-01,2.088709672951e+00,3.516509373829e+44
722,1.904933042032e+00,1.789212886501e+00,3.393960383526e+44
723,1.721340612719e+00,1.140521719770e+00,3.470077793578e+44
724,2.182284621640e+00,3.066056925615e+00,3.496338008712e+44
725,1.949943134056e+00,1.627126143721e+00,3.516506967668e+44
726,1.096179515421e+00,1.664753055490e+00,2.633983802137e+44
727,1.949058674622e+00,2.160660134233e+00,3.516493103873e+44
728,1.683071291877e+00,2.497828743567e+00,3.516511850057e+44
729,1.857031390078e+00,2.959889133333e+00,3.516502845016e+44
730,9.709541140208e-01,2.237425302613e+00,3.406459136754e+44
731,1.209987058294e+00,2.350018898893e+00,3.516505914956e+44
732,1.606510046105e+00,4.700315208119e+00,3.516513641295e+44
733,1.704373363128e+00,3.862248053533e+00,3.516480160358e+44
734,1.984644838654e+00,1.676971469769e+00,3.496323137528e+44
735,2.368919324114e+00,1.828323294518e+00,3.516497677200e+44
736,2.023849948509e+00,1.571590452549e+00,3.212558355748e+44
737,1.664933992987e+00,1.929221694745e+00,3.274647081651e+44
738,2.121859983972e+00,2.192035528958e+00,3.407123537657e+44
739,1.325872405868e+00,1.389055205120e+00,3.496345685214e+44
740,1.755210089050e+00,1.429569010101e+00,1.181344829049e+44
741,1.732329024980e+00,1.512946153427e+00,2.363859418167e+44
742,1.699950860524e+00,2.802679802050e+00,3.479291277754e+44
743,2.495141856124e+00,1.330400665170e+00,3.516507122981e+44
744,3.148105283384e+00,1.598511412115e+00,2.630957887009e+44
745,1.695679052872e+00,1.649417252488e+00,3.484398856272e+44
746,1.703255824889e+00,1.187379968765e+00,3.516526987705e+44
747,1.202424421641e+00,1.487382691562e+00,3.496332522013e+44
748,1.812349930797e+00,1.819893464401e+00,1.876960237497e+44
749,1.185128219993e+00,1.402667714986e+00,3.516501648386e+44
750,1.812186324179e+00,2.239371573023e+00,2.369426886264e+44
751,1.941290769217e+00,1.049343040541e+00,3.211428425738e+44
752,1.274517371580e+00,1.410245393142e+00,3.496365536567e+44
753,2.596623242735e+00,2.494525034086e+00,3.220247585476e+44
754,1.389939038041e+00,1.544024145088e+00,3.496357482804e+44
755,1.375861152476e+00,1.507969113385e+00,2.878760580303e+44
756,2.016341525291e+00,1.711765683103e+00,3.225675050914e+44
757,1.436322456349e+00,1.862418833499e+00,3.496349551400e+44
758,1.832953844099e+00,1.450638086207e+00,3.401640929220e+44
759,1.952074948497e+00,1.597426054643e+00,3.496330848661e+44
760,2.091409400675e+00,1.346684647274e+00,3.516483475714e+44
761,1.508961939291e+00,1.201241423498e+00,3.496336721260e+44
762,2.537067765681e+00,1.534651488814e+00,3.496353937607e+44
763,2.098854449603e+00,3.745635970047e+00,3.496356387595e+44
764,2.661786821578e+00,1.828079603718e+00,2.637657989694e+44
765,2.261422415998e+00,1.772357081488e+00,3.496345538298e+44
766,1.667368757524e+00,1.165036545740e+00,3.211625292044e+44
767,2.076849803997e+00,3.041639609540e+00,3.516515516666e+44
768,1.645939389292e+00,1.289293317644e+00,2.647693780394e+44
769,1.664470393021e+00,1.416784086256e+00,3.496352715400e+44
770,1.696334672195e+00,1.424977426399e+00,1.472231167313e+44
771,1.594057933694e+00,1.947594411660e+00,3.496332689034e+44
772,1.923452400625e+00,1.659813946620e+00,3.393127907213e+44
773,1.548318915315e+00,1.751642748242e+00,3.516516809276e+44
774,2.013725729272e+00,1.659905453124e+00,2.895915558013e+44
775,1.742802937094e+00,1.558910295823e+00,3.516517607537e+44
776,2.143734894252e+00,3.137492681195e+00,3.276827964427e+44
777,2.251152426381e+00,1.427461062705e+00,3.212324825512e+44
778,1.904712707570e+00,4.826840060516e+00,1.465985109971e+44
779,1.734926146190e+00,1.708341859046e+00,3.516508496607e+44
780,1.842932579197e+00,2.871832728994e+00,3.516491774468e+44
781,1.644276350799e+00,1.753734223385e+00,3.471888040128e+44
782,1.633761897145e+00,1.919863155324e+00,3.395294649375e+44
783,2.076797010048e+00,2.252229348612e+00,2.631885058851e+44
784,2.124593702152e+00,2.191221303343e+00,1.467200568770e+44
785,2.972723739346e+00,1.417447772719e+00,2.356997546504e+44
786,1.899290693603e+00,1.179507704248e+00,3.496346136825e+44
787,1.229505656667e+00,1.187320726761e+00,2.633966928203e+44
788,1.879250739733e+00,2.953130660561e+00,1.764907781871e+44
789,1.384658775942e+00,3.589330405626e+00,2.647015086139e+44
790,1.571629023444e+00,1.020527058659e+00,2.370597932863e+44
791,2.900883490036e+00,1.074643892712e+00,2.636665418350e+44
792,1.456382442713e+00,1.873132287275e+00,2.888788215379e+44
793,1.687226701861e+00,1.763237723298e+00,1.476763858451e+44
794,2.554372090920e+00,1.181742587656e+00,1.465541831687e+44
795,2.406690225112e+00,1.766383167523e+00,2.357346585053e+44
796,2.828828097787e+00,1.326096772785e+00,3.496348539797e+44
797,1.462942003103e+00,1.795412153466e+00,3.490228902787e+44
798,1.229764988426e+00,1.639257002571e+00,3.402011016002e+44
799,1.080919503131e+00,1.245887183831e+00,2.646487850791e+44
800,2.100637767632e+00,1.667166957666e+00,3.408078521078e+44
801,1.953021815309e+00,1.685426618052e+00,3.410514527931e+44
802,2.735558562106e+00,1.665316839544e+00,3.496320285838e+44
803,1.166699131282e+00,1.327433115051e+00,2.894572008930e+44
804,1.793769383609e+00,2.175305540775e+00,3.496332977737e+44
805,2.034496583502e+00,1.222043712963e+00,3.471787384787e+44
806,4.918125486624e+00,1.706743194741e+00,3.217008465751e+44
807,1.388227494539e+00,1.456410514778e+00,3.496336917906e+44
808,2.075480321137e+00,1.485539215627e+00,3.516512592486e+44
809,2.641773206642e+00,2.145002095226e+00,3.496326425869e+44
810,1.966950296873e+00,1.368716333406e+00,1.173504751053e+44
811,1.675727777500e+00,1.775277023109e+00,3.515891797783e+44
812,1.754978924298e+00,1.344400499132e+00,3.471800679193e+44
813,1.401251959880e+00,1.527152703988e+00,3.496328053637e+44
814,1.948685806413e+00,1.377214033388e+00,1.476761659840e+44
815,2.160276856913e+00,1.392418825100e+00,3.496349998057e+44
816,2.006552157841e+00,1.817349466088e+00,1.464501577464e+44
817,2.018466766957e+00,2.135832768990e+00,3.219676311087e+44
818,2.114444966933e+00,3.538649183606e+00,3.516509572182e+44
819,3.563465034471e+00,2.931838731156e+00,1.880033365908e+44
820,1.627579301944e+00,4.881141849247e+00,3.516519842929e+44
821,1.869442333005e+00,8.317648780861e-01,3.516493234198e+44
822,1.040772115784e+00,1.558400007555e+00,3.226651649978e+44
823,3.486504748941e+00,1.695649747354e+00,3.516485435522e+44
824,2.701246745712e+00,1.183035885738e+00,3.484247152434e+44
825,1.188279039015e+00,1.342597206257e+00,1.879815814916e+44
826,3.377020532489e+00,6.162576019972e+00,3.214645835098e+44
827,1.288276675660e+00,3.799021341924e+00,3.496330173756e+44
828,2.219940813386e+00,1.533960585877e+00,3.516498663062e+44
829,1.969887630054e+00,2.270621930292e+00,3.470413980781e+44
830,2.197785846208e+00,2.931510032684e+00,2.357351872127e+44
831,1.786069718526e+00,1.908060105567e+00,3.224666239565e+44
832,2.320105894100e+00,1.426345603028e+00,3.516519063943e+44
833,2.077197294478e+00,1.859038320362e+00,1.765177586665e+44
834,2.511828724827e+00,1.878320058190e+00,3.485906918022e+44
835,1.488406512037e+00,1.690171145439e+00,2.638664954484e+44
836,2.098549958156e+00,1.878623864879e+00,3.230745709976e+44
837,1.990830131994e+00,1.423241048696e+00,3.496347432463e+44
838,1.741538832707e+00,2.589806826976e+00,2.639700353446e+44
839,2.249982269762e+00,1.395794707541e+00,2.647427265408e+44
840,1.609145599698e+00,1.471185631490e+00,3.497089553903e+44
841,2.421011499273e+00,6.481460721985e+00,2.880691946338e+44
842,2.546759392969e+00,1.454477630754e+00,3.496338396477e+44
843,1.707887505740e+00,1.809650564317e+00,3.496329699436e+44
844,1.533739710449e+00,1.960463542436e+00,3.392070015242e+44
845,2.116280704297e+00,1.791410453628e+00,2.357045369406e+44
846,2.016452546063e+00,2.854816864716e+00,3.516524049401e+44
847,3.085433319845e+00,1.972627679065e+00,3.516501062367e+44
848,1.874617977090e+00,1.828804805861e+00,3.516513701660e+44
849,1.533192412642e+00,1.850968302316e+00,3.395593049643e+44
850,2.038419612197e+00,1.752447322989e+00,3.516506853429e+44
851,1.252615086577e+00,2.020986214016e+00,2.891721672950e+44
852,1.763743277188e+00,3.131358153812e+00,3.394722684819e+44
853,1.298276015723e+00,2.249985462102e+00,3.516515128940e+44
854,1.509921942583e+00,2.293837217707e+00,2.642659123178e+44
855,1.410299808605e+00,3.151487520975e+00,3.516515865634e+44
856,3.699373123244e+00,7.436953987607e+00,2.893613386882e+44
857,3.561295747228e+00,2.480364151367e+00,3.516510716851e+44
858,3.806210766257e+00,3.301426749758e+00,2.358747110440e+44
859,1.695502393324e+00,1.734199325687e+00,3.496341857644e+44
860,1.608710240644e+00,1.835499560656e+00,3.477389234648e+44
861,2.471259239661e+00,1.441208611928e+00,3.211735228300e+44
862,1.254578640307e+00,1.532617787950e+00,2.878755360262e+44
863,1.586204340012e+00,4.323118850200e+00,3.411578463410e+44
864,1.818166710563e+00,1.835473842003e+00,1.464750826507e+44
865,1.903901507409e+00,2.336829278229e+00,3.392790878693e+44
866,1.884298002227e+00,2.137669421897e+00,3.496351111395e+44
867,2.689883353278e+00,1.542245801775e+00,3.496353630885e+44
868,2.562685975154e+00,2.070977289160e+00,3.516485705709e+44
869,2.377409707376e+00,2.145911512274e+00,3.516522091798e+44
870,2.341335786299e+00,7.094026271982e+00,3.496336918947e+44
871,1.952343280049e+00,2.605669606328e+00,3.496326532802e+44
